codeindyr,code,country,year,indicator,estimate,stddev,nsource,pctrank,pctranklower,pctrankupper,adb,afr,asd,bps,bti,ccr,ebr,eiu,eqi,frh,gcb,gcs,gii,gwp,her,hum,hrm,ifd,ijt,ipd,irp,lbo,msi,obi,pia,prc,prs,rsf,tpr,vab,vdm,wbs,wcy,wjp,wmo,scalemean,scalesd,country_iso
MACpv2002,MAC,"Macao SAR, China",2002,pv,0.5474563837051392,0.518141508102417,1,67.72486877441406,33.33333206176758,94.70899200439453,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.8125,0.0056436443701386,0.9401023983955384,
FSMpv2002,FSM,"Micronesia, Fed. Sts.",2002,pv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0056436443701386,0.9401023983955384,
ANTpv2002,ANT,Netherlands Antilles (former),2002,pv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0056436443701386,0.9401023983955384,
KNApv2002,KNA,St. Kitts and Nevis,2002,pv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0056436443701386,0.9401023983955384,
LCApv2002,LCA,St. Lucia,2002,pv,0.36293163895606995,0.6438470482826233,1,59.788360595703125,25.396825790405273,94.70899200439453,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.75,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0056436443701386,0.9401023983955384,
VCTpv2002,VCT,St. Vincent and the Grenadines,2002,pv,0.36293163895606995,0.6438470482826233,1,59.788360595703125,25.396825790405273,94.70899200439453,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.75,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0056436443701386,0.9401023983955384,
STPpv2002,STP,São Tomé and Principe,2002,pv,0.555834174156189,0.4362975060939789,2,68.25396728515625,41.269840240478516,91.53439331054688,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.75,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.8125,0.0056436443701386,0.9401023983955384,
TWNpv2002,TWN,"Taiwan, China",2002,pv,0.69852614402771,0.2860417068004608,6,70.37036895751953,51.85185241699219,87.8306884765625,..,..,..,..,..,..,..,0.75,..,..,..,0.7833333015441895,..,..,..,0.875,..,..,..,..,..,..,..,..,..,..,0.7424242424242424,..,..,..,..,..,0.4605263157894737,..,0.875,0.0056436443701386,0.9401023983955384,
VENpv2002,VEN,"Venezuela, RB",2002,pv,-1.3178972005844116,0.2860417068004608,6,13.227513313293457,3.7037036418914795,20.634920120239258,..,..,..,..,..,..,..,0.4,..,..,..,0.546666701634725,..,..,..,0.3125,..,..,..,..,..,..,..,..,..,..,0.5606060606060607,..,..,..,..,..,0.0684210526315789,..,0.375,0.0056436443701386,0.9401023983955384,
VIRpv2002,VIR,Virgin Islands (U.S.),2002,pv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0056436443701386,0.9401023983955384,
WBGpv2002,WBG,West Bank and Gaza,2002,pv,-1.7434074878692627,0.4362975060939789,2,4.232804298400879,0,19.047618865966797,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.25,0.0056436443701386,0.9401023983955384,
YEMpv2002,YEM,"Yemen, Rep.",2002,pv,-1.3068804740905762,0.3160152733325958,4,13.756613731384277,3.7037036418914795,21.6931209564209,..,..,..,..,..,..,..,0.25,..,..,..,..,..,..,..,0.625,..,..,..,..,..,..,..,..,..,..,0.7045454545454546,..,..,..,..,..,..,..,0.1875,0.0056436443701386,0.9401023983955384,
BHSrl2002,BHS,"Bahamas, The",2002,rl,1.400981068611145,0.28353288769721985,4,90.04975128173828,80.59701538085938,98.00994873046875,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.9,1,..,..,..,..,..,..,..,..,..,..,0.6666666666666666,..,..,..,..,..,..,..,0.875,0.0335356406867504,0.9607694149017334,
CPVrl2002,CPV,Cape Verde,2002,rl,0.26743361353874207,0.2681194841861725,5,58.70646667480469,47.2636833190918,69.65174102783203,..,0.7106000185012817,..,..,..,..,..,..,..,..,..,..,..,..,0.5,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.909656517029298,..,..,..,0.625,0.0335356406867504,0.9607694149017334,
ZARrl2002,ZAR,"Congo, Dem. Rep.",2002,rl,-1.767720341682434,0.2797117531299591,6,0.49751242995262146,0,8.457711219787598,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,0.1666666666666667,..,0.5,..,0.238831639256078,..,..,..,0.1875,0.0335356406867504,0.9607694149017334,
COGrl2002,COG,"Congo, Rep.",2002,rl,-1.290985345840454,0.2715347409248352,5,8.95522403717041,0.49751242995262146,23.383085250854492,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3,0.5,..,..,..,..,..,..,..,..,..,..,0.3333333333333333,..,..,..,0.196067662436848,..,..,..,0.25,0.0335356406867504,0.9607694149017334,
EGYrl2002,EGY,"Egypt, Arab Rep.",2002,rl,-0.011468072421848774,0.18778559565544128,8,53.73134231567383,42.786067962646484,60.199005126953125,..,..,..,..,0.25,..,..,0.59375,..,..,..,0.5998528015194682,..,..,0.5,0.5,..,..,..,..,..,..,..,..,..,..,0.6666666666666666,..,..,..,0.414950020635386,..,..,..,0.5,0.0335356406867504,0.9607694149017334,
GMBrl2002,GMB,"Gambia, The",2002,rl,-0.18029408156871796,0.2663957178592682,6,47.2636833190918,34.3283576965332,58.208953857421875,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,0.5,..,..,..,..,..,..,..,..,..,..,0.6666666666666666,..,0.5,..,0.332975193676466,..,..,..,0.5625,0.0335356406867504,0.9607694149017334,
HKGrl2002,HKG,"Hong Kong SAR, China",2002,rl,1.2655425071716309,0.18846701085567474,7,88.05970001220703,81.592041015625,92.53731536865234,..,..,..,..,..,..,..,0.8125,..,..,..,0.7431117296218871,..,..,0.9,..,..,..,..,..,..,..,..,..,..,..,0.75,..,1,..,..,..,0.7255014450476731,..,0.6875,0.0335356406867504,0.9607694149017334,
IRNrl2002,IRN,"Iran, Islamic Rep.",2002,rl,-0.8217777013778687,0.19941021502017975,7,25.37313461303711,12.935323715209961,37.810943603515625,..,..,..,..,0,..,..,0.3125,..,..,..,..,..,..,0.1,0,..,..,..,..,..,..,..,..,..,..,0.6666666666666666,..,..,..,0.462196060696656,..,..,..,0.625,0.0335356406867504,0.9607694149017334,
JEYrl2002,JEY,"Jersey, Channel Islands",2002,rl,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0335356406867504,0.9607694149017334,
PRKrl2002,PRK,"Korea, Dem. Rep.",2002,rl,-1.315216064453125,0.24696731567382812,7,8.457711219787598,0.49751242995262146,21.393033981323242,..,..,..,..,0,..,..,..,..,..,..,..,..,..,0.1,0,..,..,..,..,..,..,..,..,..,..,0.8333333333333334,..,0,..,0.0314930245129536,..,..,..,0.4375,0.0335356406867504,0.9607694149017334,
KORrl2002,KOR,"Korea, Rep.",2002,rl,0.920009970664978,0.17500700056552887,10,80.59701538085938,67.16417694091797,84.07960510253906,..,..,..,..,0.75,..,..,0.75,..,..,..,0.5976816813151041,..,..,0.7,0.5,..,..,..,..,..,..,..,..,..,..,0.6666666666666666,..,1,..,0.907769200776886,..,0.5202289562289563,..,0.875,0.0335356406867504,0.9607694149017334,
KSVrl2002,KSV,Kosovo,2002,rl,-0.06260544061660767,0.6990010142326355,1,50.74626922607422,10.945273399353027,83.58209228515625,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.602174960091884,..,..,..,..,0.0335356406867504,0.9607694149017334,
LAOrl2002,LAO,Lao PDR,2002,rl,-1.2527514696121216,0.25404295325279236,6,9.950248718261719,1.9900497198104858,24.378108978271484,..,..,..,..,0,..,..,..,..,..,..,..,..,..,0.1,0,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,0.325953309703797,..,..,..,0.4375,0.0335356406867504,0.9607694149017334,
MACrl2002,MAC,"Macao SAR, China",2002,rl,0.6885695457458496,0.3819308578968048,1,69.15422821044922,55.72139358520508,88.55721282958984,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.75,0.0335356406867504,0.9607694149017334,
FSMrl2002,FSM,"Micronesia, Fed. Sts.",2002,rl,0.8339458107948303,0.7084527015686035,1,77.6119384765625,42.786067962646484,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0335356406867504,0.9607694149017334,
ANTrl2002,ANT,Netherlands Antilles (former),2002,rl,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0335356406867504,0.9607694149017334,
KNArl2002,KNA,St. Kitts and Nevis,2002,rl,0.8339458107948303,0.7084527015686035,1,77.6119384765625,42.786067962646484,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0335356406867504,0.9607694149017334,
LCArl2002,LCA,St. Lucia,2002,rl,0.8339458107948303,0.7084527015686035,1,77.6119384765625,42.786067962646484,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0335356406867504,0.9607694149017334,
VCTrl2002,VCT,St. Vincent and the Grenadines,2002,rl,0.8339458107948303,0.7084527015686035,1,77.6119384765625,42.786067962646484,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0335356406867504,0.9607694149017334,
STPrl2002,STP,São Tomé and Principe,2002,rl,-0.1998288780450821,0.3324430286884308,3,46.766170501708984,28.85572052001953,61.19403076171875,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.780384774834683,..,..,..,0.5,0.0335356406867504,0.9607694149017334,
TWNrl2002,TWN,"Taiwan, China",2002,rl,0.8624844551086426,0.17500700056552887,10,78.60696411132812,66.66666412353516,84.07960510253906,..,..,..,..,0.75,..,..,0.78125,..,..,..,0.5642354041337967,..,..,0.7,0.5,..,..,..,..,..,..,..,..,..,..,0.6666666666666666,..,1,..,0.883692257508943,..,0.5892912280701754,..,0.75,0.0335356406867504,0.9607694149017334,
VENrl2002,VEN,"Venezuela, RB",2002,rl,-1.1590120792388916,0.1731952726840973,11,12.935323715209961,4.975124359130859,22.388059616088867,..,..,..,..,0.25,..,..,0.25,..,..,..,0.2504166613022487,..,..,0.3,0.5,..,..,..,..,..,0.3866666666666667,..,..,..,..,0.3333333333333333,..,0.5,..,0.448143958858652,..,0.1903174843376411,..,0.25,0.0335356406867504,0.9607694149017334,
VIRrl2002,VIR,Virgin Islands (U.S.),2002,rl,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0335356406867504,0.9607694149017334,
WBGrl2002,WBG,West Bank and Gaza,2002,rl,-0.3486538231372833,0.3540197014808655,2,41.791046142578125,20.895523071289062,57.71144104003906,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.557764785029794,..,..,..,0.5,0.0335356406867504,0.9607694149017334,
YEMrl2002,YEM,"Yemen, Rep.",2002,rl,-1.4739106893539429,0.19941021502017975,7,4.975124359130859,0,12.935323715209961,..,..,..,..,0,..,..,0.09375,..,..,..,..,..,..,0.3,0,..,..,..,..,..,..,..,..,..,..,0.3333333333333333,..,..,..,0.328179212509821,..,..,..,0.3125,0.0335356406867504,0.9607694149017334,
BHSrq2002,BHS,"Bahamas, The",2002,rq,1.2976231575012207,0.2913960814476013,3,87.56756591796875,72.43243408203125,97.83783721923828,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6,..,..,..,..,..,..,..,..,..,..,..,0.9545454545454546,..,..,..,..,..,..,..,0.9375,-0.0337962321937084,0.9606326818466188,
CPVrq2002,CPV,Cape Verde,2002,rq,-0.2596399188041687,0.33802932500839233,2,44.32432556152344,21.08108139038086,62.16216278076172,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,-0.0337962321937084,0.9606326818466188,
ZARrq2002,ZAR,"Congo, Dem. Rep.",2002,rq,-1.7050470113754272,0.2670882046222687,3,3.2432432174682617,0,9.729729652404785,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.4545454545454545,..,..,..,..,..,..,..,0.125,-0.0337962321937084,0.9606326818466188,
COGrq2002,COG,"Congo, Rep.",2002,rq,-1.0005594491958618,0.2913960814476013,3,16.756755828857422,5.945945739746094,35.135135650634766,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3,..,..,..,..,..,..,..,..,..,..,..,0.6818181818181818,..,..,..,..,..,..,..,0.25,-0.0337962321937084,0.9606326818466188,
EGYrq2002,EGY,"Egypt, Arab Rep.",2002,rq,-0.4569036662578583,0.22274236381053925,6,37.83783721923828,21.08108139038086,50.81081008911133,..,..,..,..,0.5,..,..,0.5,..,..,..,0.3915669592752926,..,..,0.4,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,..,..,..,0.5,-0.0337962321937084,0.9606326818466188,
GMBrq2002,GMB,"Gambia, The",2002,rq,-0.5270756483078003,0.2913960814476013,3,35.135135650634766,16.216217041015625,53.513511657714844,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,..,..,..,..,..,..,..,0.6818181818181818,..,..,..,..,..,..,..,0.375,-0.0337962321937084,0.9606326818466188,
HKGrq2002,HKG,"Hong Kong SAR, China",2002,rq,1.6773120164871216,0.22681954503059387,6,95.67567443847656,87.56756591796875,100,..,..,..,..,..,..,..,0.9,..,..,..,0.7533146597090221,..,..,0.9,..,..,..,..,..,..,..,..,..,..,..,0.9545454545454546,..,..,..,..,..,0.7955435810172055,..,0.8125,-0.0337962321937084,0.9606326818466188,
IRNrq2002,IRN,"Iran, Islamic Rep.",2002,rq,-1.3166989088058472,0.23115530610084534,5,8.108108520507812,3.2432432174682617,18.91891860961914,..,..,..,..,0.25,..,..,0.2,..,..,..,..,..,..,0.2,..,..,..,..,..,..,..,..,..,..,..,0.4545454545454545,..,..,..,..,..,..,..,0.3125,-0.0337962321937084,0.9606326818466188,
JEYrq2002,JEY,"Jersey, Channel Islands",2002,rq,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.0337962321937084,0.9606326818466188,
PRKrq2002,PRK,"Korea, Dem. Rep.",2002,rq,-1.8834043741226196,0.25527817010879517,4,1.6216216087341309,0,5.945945739746094,..,..,..,..,0,..,..,..,..,..,..,..,..,..,0.1,..,..,..,..,..,..,..,..,..,..,..,0.4090909090909091,..,..,..,..,..,..,..,0.125,-0.0337962321937084,0.9606326818466188,
KORrq2002,KOR,"Korea, Rep.",2002,rq,0.752522349357605,0.2084885835647583,7,72.43243408203125,63.24324417114258,82.70270538330078,..,..,..,..,0.75,..,..,0.7,..,..,..,0.5650608993711925,..,..,0.6,..,..,..,..,..,..,..,..,..,..,..,0.7272727272727273,..,..,..,..,..,0.5416835016835017,..,0.875,-0.0337962321937084,0.9606326818466188,
KSVrq2002,KSV,Kosovo,2002,rq,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.0337962321937084,0.9606326818466188,
LAOrq2002,LAO,Lao PDR,2002,rq,-1.2039629220962524,0.2849021852016449,3,12.432432174682617,3.2432432174682617,23.783782958984375,..,..,..,..,0.25,..,..,..,..,..,..,..,..,..,0.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3125,-0.0337962321937084,0.9606326818466188,
MACrq2002,MAC,"Macao SAR, China",2002,rq,0.6983251571655273,0.36699727177619934,1,70.8108139038086,57.297298431396484,87.56756591796875,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.75,-0.0337962321937084,0.9606326818466188,
FSMrq2002,FSM,"Micronesia, Fed. Sts.",2002,rq,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.0337962321937084,0.9606326818466188,
ANTrq2002,ANT,Netherlands Antilles (former),2002,rq,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.0337962321937084,0.9606326818466188,
KNArq2002,KNA,St. Kitts and Nevis,2002,rq,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.0337962321937084,0.9606326818466188,
LCArq2002,LCA,St. Lucia,2002,rq,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.0337962321937084,0.9606326818466188,
VCTrq2002,VCT,St. Vincent and the Grenadines,2002,rq,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.0337962321937084,0.9606326818466188,
STPrq2002,STP,São Tomé and Principe,2002,rq,-0.26719170808792114,0.36699727177619934,1,43.24324417114258,21.08108139038086,63.24324417114258,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,-0.0337962321937084,0.9606326818466188,
TWNrq2002,TWN,"Taiwan, China",2002,rq,1.0107537508010864,0.2084885835647583,7,80,69.1891860961914,88.64865112304688,..,..,..,..,0.75,..,..,0.9,..,..,..,0.6409750552404495,..,..,0.6,..,..,..,..,..,..,..,..,..,..,..,0.9545454545454546,..,..,..,..,..,0.5963157894736841,..,0.75,-0.0337962321937084,0.9606326818466188,
VENrq2002,VEN,"Venezuela, RB",2002,rq,-0.666176438331604,0.2084885835647583,7,27.567567825317383,16.216217041015625,41.08108139038086,..,..,..,..,0.5,..,..,0.45,..,..,..,0.3332783892041161,..,..,0.5,..,..,..,..,..,..,..,..,..,..,..,0.4545454545454545,..,..,..,..,..,0.4447368421052631,..,0.375,-0.0337962321937084,0.9606326818466188,
VIRrq2002,VIR,Virgin Islands (U.S.),2002,rq,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.0337962321937084,0.9606326818466188,
WBGrq2002,WBG,West Bank and Gaza,2002,rq,-0.9913294315338135,0.36699727177619934,1,17.83783721923828,4.864864826202393,40,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3125,-0.0337962321937084,0.9606326818466188,
YEMrq2002,YEM,"Yemen, Rep.",2002,rq,-0.8815129399299622,0.23115530610084534,5,19.45945930480957,9.729729652404785,36.216217041015625,..,..,..,..,0,..,..,0.35,..,..,..,..,..,..,0.4,..,..,..,..,..,..,..,..,..,..,..,0.6363636363636364,..,..,..,..,..,..,..,0.4375,-0.0337962321937084,0.9606326818466188,
BHSva2002,BHS,"Bahamas, The",2002,va,1.1889368295669556,0.24197348952293396,4,87.56218719482422,71.14427947998047,100,..,..,..,..,..,..,..,..,..,0.9633333333333334,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,0.8333333333333333,..,..,..,..,..,..,..,0.875,0.0308403130620718,0.9494324922561646,
CPVva2002,CPV,Cape Verde,2002,va,0.6914413571357727,0.2113560289144516,7,69.15422821044922,58.208953857421875,77.6119384765625,..,0.3034999966621399,..,..,..,..,..,..,..,0.8444444444444444,..,..,..,..,..,1,..,..,..,..,0.9583333333333334,..,..,..,..,..,..,0.8625,..,..,0.9146051383839119,..,..,..,0.4375,0.0308403130620718,0.9494324922561646,
ZARva2002,ZAR,"Congo, Dem. Rep.",2002,va,-1.6095750331878662,0.1686147302389145,8,5.970149040222168,1.492537260055542,10.945273399353027,..,..,..,..,0.125,..,..,..,..,0.1711111111111111,..,..,..,..,..,0.0625,..,..,..,..,0.0833333333333333,..,..,..,..,..,0.0833333333333333,0.5925,..,..,0.2996977421322783,..,..,..,0.125,0.0308403130620718,0.9494324922561646,
COGva2002,COG,"Congo, Rep.",2002,va,-0.9131097197532654,0.19601236283779144,7,22.388059616088867,12.935323715209961,30.34825897216797,..,..,..,..,..,..,..,..,..,0.3722222222222222,..,..,..,..,..,0.6875,..,..,..,..,0.25,..,..,..,..,..,0.25,0.7683,..,..,0.3941846756955933,..,..,..,0.3125,0.0308403130620718,0.9494324922561646,
EGYva2002,EGY,"Egypt, Arab Rep.",2002,va,-1.1022900342941284,0.15696170926094055,10,16.417909622192383,10.945273399353027,22.388059616088867,..,..,..,..,0.25,..,..,0.25,..,0.1811111111111111,..,0.3395061728395062,..,..,..,0.25,..,..,..,..,0.1666666666666667,..,..,..,..,..,0.4166666666666666,0.655,..,..,0.2161656830797902,..,..,..,0.5,0.0308403130620718,0.9494324922561646,
GMBva2002,GMB,"Gambia, The",2002,va,-0.6709771752357483,0.19601236283779144,7,28.35820960998535,19.900497436523438,40.29850769042969,..,..,..,..,..,..,..,..,..,0.45,..,..,..,..,..,0.375,..,..,..,..,0.4583333333333333,..,..,..,..,..,0.5416666666666666,0.775,..,..,0.4340078561256707,..,..,..,0.25,0.0308403130620718,0.9494324922561646,
HKGva2002,HKG,"Hong Kong SAR, China",2002,va,0.19088862836360931,0.21101394295692444,7,54.22885513305664,44.776119232177734,63.68159103393555,..,..,..,..,..,..,..,0.625,..,0.5,..,0.6544117682120378,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.4166666666666666,0.9517,..,..,..,..,0.5619047619047619,..,0.6875,0.0308403130620718,0.9494324922561646,
IRNva2002,IRN,"Iran, Islamic Rep.",2002,va,-1.0752410888671875,0.16710156202316284,8,17.412935256958008,10.945273399353027,24.378108978271484,..,..,..,..,0.25,..,..,0.1875,..,0.1911111111111111,..,..,..,..,..,0.0625,..,..,..,..,..,..,..,..,..,..,0.6666666666666667,0.5175000000000001,..,..,0.4007478715559836,..,..,..,0.3125,0.0308403130620718,0.9494324922561646,
JEYva2002,JEY,"Jersey, Channel Islands",2002,va,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0308403130620718,0.9494324922561646,
PRKva2002,PRK,"Korea, Dem. Rep.",2002,va,-2.135807991027832,0.1781616359949112,7,0,0,1.492537260055542,..,..,..,..,0,..,..,..,..,0.0133333333333333,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,0.125,0.025,..,..,0.0630279398917893,..,..,..,0.0625,0.0308403130620718,0.9494324922561646,
KORva2002,KOR,"Korea, Rep.",2002,va,0.7456280589103699,0.16309797763824463,10,69.65174102783203,62.68656539916992,75.12437438964844,..,..,..,..,0.9166666666666666,..,..,0.5625,..,0.7922222222222223,..,0.4946490960939489,..,..,..,0.4375,..,..,..,..,..,..,..,..,..,..,0.9166666666666667,0.895,..,..,0.9158323744105327,..,0.3962962962962963,..,0.8125,0.0308403130620718,0.9494324922561646,
KSVva2002,KSV,Kosovo,2002,va,-0.39010149240493774,0.24570265412330627,3,38.80596923828125,25.870647430419922,49.25373077392578,..,..,..,..,..,..,..,..,..,0.3333333333333334,..,..,..,..,..,..,..,..,..,..,..,..,0.5789999961853027,..,..,..,..,..,..,..,0.6614702384571867,..,..,..,..,0.0308403130620718,0.9494324922561646,
LAOva2002,LAO,Lao PDR,2002,va,-1.7388927936553955,0.18945340812206268,6,3.4825870990753174,0.49751242995262146,9.452735900878906,..,..,..,..,0,..,..,..,..,0.1222222222222222,..,..,..,..,..,0.1875,..,..,..,..,..,..,..,..,..,..,..,0.11,..,..,0.0896258550728622,..,..,..,0.375,0.0308403130620718,0.9494324922561646,
MACva2002,MAC,"Macao SAR, China",2002,va,0.4538317918777466,0.48034289479255676,1,62.189056396484375,40.7960205078125,89.05472564697266,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6875,0.0308403130620718,0.9494324922561646,
FSMva2002,FSM,"Micronesia, Fed. Sts.",2002,va,1.0238250494003296,0.31618213653564453,2,77.6119384765625,63.184078216552734,99.00497436523438,..,..,..,..,..,..,..,..,..,0.8877777777777779,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0308403130620718,0.9494324922561646,
ANTva2002,ANT,Netherlands Antilles (former),2002,va,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0308403130620718,0.9494324922561646,
KNAva2002,KNA,St. Kitts and Nevis,2002,va,1.0151811838150024,0.31618213653564453,2,76.11940002441406,63.184078216552734,99.00497436523438,..,..,..,..,..,..,..,..,..,0.8844444444444445,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0308403130620718,0.9494324922561646,
LCAva2002,LCA,St. Lucia,2002,va,1.1016194820404053,0.31618213653564453,2,82.58706665039062,65.67163848876953,100,..,..,..,..,..,..,..,..,..,0.9177777777777778,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0308403130620718,0.9494324922561646,
VCTva2002,VCT,St. Vincent and the Grenadines,2002,va,1.0238250494003296,0.31618213653564453,2,77.6119384765625,63.184078216552734,99.00497436523438,..,..,..,..,..,..,..,..,..,0.8877777777777777,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0308403130620718,0.9494324922561646,
STPva2002,STP,São Tomé and Principe,2002,va,0.5558947324752808,0.21862979233264923,5,64.67662048339844,54.22885513305664,73.13433074951172,..,..,..,..,..,..,..,..,..,0.8811111111111112,..,..,..,..,..,1,..,..,..,..,0.75,..,..,..,..,..,..,..,..,..,0.8123372596852336,..,..,..,0.4375,0.0308403130620718,0.9494324922561646,
